time,x,y,z
27.469,-0.02,-0.03,0.06
27.474,0.02,0.00,0.01
27.478,-0.02,-0.04,-0.05
27.484,-0.01,-0.01,0.02
27.488,-0.03,-0.04,0.02
27.494,-0.02,-0.01,0.01
27.499,-0.03,-0.03,0.06
27.504,-0.01,-0.01,0.03
27.508,-0.06,-0.05,-0.02
27.514,-0.02,-0.04,0.02
27.519,0.03,0.04,-0.01
27.530,0.03,-0.07,0.03
27.530,0.02,-0.00,-0.10
27.535,-0.02,-0.02,0.16
27.539,-0.01,-0.05,-0.04
27.544,-0.01,-0.01,-0.04
27.549,-0.02,-0.02,0.05
27.554,-0.05,-0.03,-0.20
27.559,0.00,0.04,0.04
27.565,-0.00,0.02,0.06
27.569,-0.01,0.00,-0.23
27.574,-0.02,-0.03,0.26
27.579,-0.02,-0.01,-0.15
27.592,0.01,-0.02,0.02
27.593,-0.01,-0.01,-0.03
27.593,-0.01,-0.03,0.06
27.599,-0.02,-0.04,0.06
27.604,-0.01,-0.01,0.04
27.609,0.03,0.00,0.06
27.614,-0.01,-0.00,0.02
27.620,0.02,-0.02,-0.02
27.624,0.00,-0.04,-0.01
27.629,-0.01,-0.02,-0.01
27.634,-0.01,0.00,0.07
27.639,0.01,-0.02,-0.10
27.644,-0.01,-0.01,0.15
27.649,0.03,0.00,-0.13
27.654,-0.04,-0.03,0.14
27.659,-0.02,-0.03,-0.09
27.664,-0.02,-0.03,0.05
27.670,-0.01,-0.02,0.02
27.674,0.01,-0.01,-0.11
27.679,-0.02,-0.02,0.09
27.684,0.03,-0.03,-0.11
27.689,-0.05,-0.04,0.13
27.694,-0.04,-0.04,-0.09
27.700,-0.05,-0.03,0.02
27.705,-0.04,-0.05,0.00
27.709,-0.01,0.01,0.11
27.714,-0.01,0.02,-0.12
27.725,-0.02,0.00,0.10
27.726,0.00,-0.01,-0.03
27.735,0.01,-0.03,0.05
27.735,-0.02,-0.01,0.03
27.740,0.02,-0.01,-0.09
27.744,-0.03,-0.03,0.03
27.749,-0.01,-0.02,-0.06
27.755,-0.03,-0.01,0.04
27.759,-0.01,-0.03,-0.07
27.764,0.01,-0.03,0.06
27.769,-0.03,-0.01,-0.04
27.774,0.03,0.01,0.03
27.779,-0.03,-0.02,-0.03
27.784,-0.02,-0.02,0.02
27.790,-0.02,-0.05,-0.03
27.794,-0.01,-0.01,0.01
27.799,0.00,-0.03,0.02
27.805,0.02,-0.05,0.04
27.809,-0.05,0.00,0.04
27.814,-0.03,-0.03,0.09
27.820,-0.04,-0.03,0.03
27.825,0.01,-0.05,0.00
27.830,-0.00,-0.00,0.08
27.836,-0.02,-0.00,-0.07
27.840,0.00,-0.02,0.06
27.844,-0.03,-0.04,-0.06
27.849,0.01,-0.03,-0.02
27.855,0.01,-0.03,-0.01
27.859,-0.03,-0.03,-0.03
27.864,0.01,-0.04,0.01
27.870,-0.02,-0.01,0.01
27.875,-0.00,0.01,-0.04
27.879,-0.05,-0.03,0.04
27.884,-0.03,-0.03,-0.09
27.890,-0.01,0.02,0.09
27.894,0.02,-0.02,-0.03
27.899,-0.02,0.01,-0.02
27.904,-0.00,-0.00,0.08
27.910,-0.00,-0.03,-0.05
27.914,0.01,-0.02,0.06
27.920,0.03,-0.02,0.05
27.925,0.02,-0.03,-0.01
27.930,-0.01,-0.00,-0.02
27.934,0.01,0.01,-0.00
27.940,-0.04,0.01,-0.05
27.945,0.01,-0.04,0.09
27.949,0.01,-0.01,-0.01
27.955,-0.02,0.00,0.04
27.965,-0.01,-0.02,-0.02
27.970,-0.01,-0.04,-0.02
27.971,-0.01,-0.03,0.01
27.975,0.00,-0.01,0.03
27.980,-0.02,-0.02,-0.04
27.984,-0.01,-0.03,-0.03
27.990,-0.01,-0.01,-0.01
27.995,-0.03,-0.06,-0.01
28.000,-0.01,-0.07,-0.01
28.006,-0.02,0.01,0.02
28.010,-0.02,-0.02,-0.00
28.015,-0.03,-0.02,0.01
28.021,-0.01,-0.02,0.05
28.032,0.01,-0.01,-0.06
28.033,0.02,0.03,0.06
28.035,-0.04,-0.04,-0.03
28.044,-0.00,-0.06,0.04
28.044,-0.03,-0.04,0.01
28.050,0.01,0.00,0.03
28.055,0.00,-0.04,0.00
28.060,-0.01,-0.04,-0.01
28.065,0.03,-0.01,0.04
28.070,-0.04,-0.04,0.00
28.077,-0.04,-0.00,0.01
28.080,-0.03,0.01,-0.04
28.085,-0.01,-0.03,0.04
28.090,-0.01,-0.04,-0.01
28.095,-0.01,-0.04,0.01
28.100,-0.04,-0.04,-0.09
28.105,-0.04,-0.01,0.02
28.112,-0.04,-0.04,0.02
28.116,-0.03,-0.05,0.02
28.120,-0.01,-0.05,-0.03
28.127,0.00,-0.01,-0.01
28.130,-0.01,-0.04,0.04
28.135,0.01,-0.04,-0.03
28.140,-0.03,0.02,-0.00
28.145,-0.00,-0.01,0.01
28.150,0.02,-0.03,0.01
28.156,0.00,-0.01,-0.05
28.160,-0.03,-0.05,0.02
28.165,-0.00,0.02,0.00
28.170,-0.02,-0.02,0.02
28.175,-0.02,-0.01,0.00
28.180,-0.04,-0.01,0.03
28.185,0.01,-0.01,0.03
28.190,-0.01,-0.04,0.04
28.196,-0.00,-0.01,-0.03
28.200,0.00,-0.03,0.01
28.205,-0.05,-0.04,-0.05
28.211,-0.02,-0.04,-0.01
28.215,-0.02,0.01,-0.06
28.220,0.03,-0.04,0.07
28.225,-0.04,-0.00,0.08
28.230,-0.03,-0.03,0.00
28.235,-0.03,-0.03,-0.05
28.240,-0.05,0.01,-0.03
28.258,-0.01,-0.01,-0.06
28.259,0.02,-0.03,-0.02
28.259,-0.02,-0.02,0.02
28.260,-0.02,-0.02,0.03
28.265,0.01,-0.02,-0.01
28.270,0.02,-0.01,0.07
28.275,-0.00,-0.06,-0.01
28.280,-0.02,-0.03,0.06
28.285,0.01,-0.03,-0.05
28.292,-0.01,-0.01,-0.02
28.296,0.00,-0.01,-0.08
28.300,0.02,-0.06,0.02
28.305,-0.02,-0.03,-0.02
28.313,-0.02,-0.03,-0.02
28.315,-0.01,-0.01,-0.01
28.320,-0.00,-0.00,0.03
28.325,-0.01,0.01,-0.10
28.330,-0.01,-0.04,0.08
28.335,0.06,-0.06,0.02
28.340,-0.01,-0.02,0.09
28.346,-0.04,-0.04,-0.05
28.350,-0.01,-0.05,0.03
28.355,-0.00,-0.01,0.00
28.360,-0.00,-0.00,0.01
28.376,0.01,0.01,-0.06
28.377,-0.01,-0.02,0.06
28.378,-0.03,0.00,-0.02
28.387,-0.03,-0.01,0.02
28.388,-0.01,-0.00,-0.05
28.390,-0.05,-0.02,0.02
28.397,-0.01,-0.01,-0.03
28.401,-0.04,-0.03,-0.01
28.405,-0.05,-0.01,0.03
28.410,-0.06,-0.02,-0.03
28.415,0.02,-0.01,-0.03
28.421,0.00,-0.01,-0.03
28.427,-0.02,0.02,0.00
28.431,-0.03,-0.02,-0.01
28.435,-0.04,-0.03,-0.09
28.441,-0.01,-0.01,-0.05
28.447,0.00,-0.02,-0.09
28.450,-0.02,-0.00,0.02
28.455,-0.00,-0.00,0.04
28.461,-0.02,-0.06,0.01
28.466,-0.02,-0.02,-0.00
28.471,0.00,-0.07,-0.01
28.475,-0.01,-0.00,-0.01
28.486,-0.03,-0.02,0.04
28.487,-0.00,0.02,-0.03
28.490,-0.04,-0.07,-0.02
28.496,-0.02,-0.04,0.05
28.501,0.01,-0.05,0.05
28.506,-0.02,-0.01,-0.04
28.511,-0.03,-0.01,-0.00
28.524,-0.05,-0.01,0.07
28.524,-0.03,0.01,-0.05
28.527,0.02,-0.03,0.02
28.534,0.02,-0.02,-0.03
28.536,0.02,-0.05,-0.05
28.542,0.05,0.01,0.03
28.547,0.02,-0.04,-0.00
28.556,-0.02,-0.00,0.04
28.556,0.01,-0.03,0.02
28.561,-0.02,-0.01,0.06
28.566,-0.01,-0.01,0.07
28.571,-0.02,-0.02,-0.03
28.576,-0.02,-0.02,-0.01
28.582,-0.02,0.01,-0.03
28.586,0.02,-0.02,0.01
28.591,-0.00,-0.04,0.04
28.597,-0.01,-0.01,0.07
28.601,-0.00,0.00,-0.05
28.606,-0.01,0.01,-0.01
28.611,-0.02,-0.03,-0.03
28.617,0.02,-0.03,0.05
28.621,-0.00,-0.00,0.01
28.626,-0.03,-0.02,-0.05
28.631,0.02,-0.01,0.01
28.636,-0.04,-0.03,-0.01
28.641,-0.05,-0.02,-0.02
28.646,-0.00,-0.05,0.01
28.659,0.02,-0.01,-0.02
28.660,0.01,-0.00,-0.00
28.664,-0.02,-0.02,0.03
28.668,-0.01,-0.07,-0.05
28.671,-0.01,0.01,0.04
28.676,0.00,-0.02,0.00
28.681,0.01,-0.02,0.01
28.686,-0.07,0.02,0.08
28.692,0.01,-0.05,-0.04
28.696,-0.03,-0.05,-0.12
28.702,-0.01,0.00,-0.04
28.706,-0.03,-0.03,0.04
28.711,-0.01,-0.00,0.01
28.717,0.00,-0.02,-0.01
28.721,-0.01,-0.04,-0.01
28.726,-0.01,0.04,0.06
28.731,-0.01,-0.02,-0.07
28.736,-0.01,-0.02,-0.03
28.741,-0.00,-0.03,0.06
28.746,-0.02,-0.01,-0.04
28.752,-0.01,0.02,-0.01
28.756,-0.05,-0.04,0.02
28.761,-0.02,-0.01,0.01
28.766,-0.01,-0.03,-0.05
28.771,-0.03,-0.07,0.06
28.776,-0.01,-0.02,-0.03
28.783,0.01,-0.02,0.01
28.799,0.00,-0.03,-0.08
28.801,-0.01,0.01,0.06
28.801,-0.01,-0.01,-0.05
28.802,-0.01,-0.07,-0.03
28.806,-0.02,-0.01,0.07
28.811,-0.01,-0.03,0.01
28.816,0.00,0.00,-0.09
28.822,-0.03,-0.04,0.05
28.826,0.02,0.00,0.03
28.832,0.03,-0.04,-0.04
28.837,-0.02,-0.06,0.01
28.841,-0.01,-0.04,-0.09
28.846,0.00,-0.03,0.01
28.853,-0.02,-0.02,-0.06
28.856,-0.03,-0.06,0.13
28.861,-0.02,-0.02,0.04
28.866,-0.03,-0.03,-0.02
28.872,-0.04,-0.05,-0.01
28.876,0.00,-0.01,0.08
28.881,0.02,-0.00,-0.07
28.887,0.01,-0.06,-0.00
28.891,-0.01,-0.01,0.16
28.896,0.01,-0.03,-0.04
28.901,-0.01,-0.01,0.11
28.906,-0.02,-0.00,0.02
28.911,-0.03,-0.01,0.04
28.916,-0.05,-0.02,-0.03
28.924,-0.02,-0.03,-0.02
28.927,0.01,-0.01,0.02
28.931,0.00,-0.03,0.02
28.942,0.02,-0.03,-0.06
28.948,-0.03,-0.03,0.07
28.948,-0.02,0.01,-0.05
28.952,-0.01,-0.03,0.02
28.957,-0.04,-0.01,0.01
28.962,0.03,-0.01,-0.08
28.967,-0.01,-0.01,-0.04
28.972,-0.06,-0.03,0.05
28.977,-0.02,-0.00,0.01
28.981,-0.00,-0.05,-0.06
28.989,-0.02,-0.00,0.06
28.991,0.00,-0.02,-0.05
28.996,-0.03,-0.05,0.02
29.002,-0.02,-0.04,-0.12
29.007,-0.02,-0.01,0.08
29.011,-0.01,0.01,-0.04
29.016,0.00,-0.01,-0.05
29.022,-0.00,-0.00,-0.02
29.038,0.01,-0.00,0.05
29.038,-0.01,-0.01,-0.06
29.039,-0.01,-0.05,0.01
29.046,-0.02,-0.03,0.03
29.046,0.00,-0.03,-0.02
29.052,-0.01,0.02,-0.02
29.060,-0.00,-0.03,-0.09
29.062,-0.04,-0.02,0.09
29.070,-0.01,-0.02,-0.07
29.074,0.01,0.02,0.04
29.077,0.04,0.01,0.03
29.082,0.00,0.01,0.00
29.087,-0.00,-0.03,-0.01
29.092,-0.02,-0.03,0.09
29.097,-0.03,-0.01,-0.03
29.102,-0.00,-0.02,-0.08
29.107,-0.03,0.01,0.08
29.112,0.00,-0.02,-0.08
29.117,-0.01,-0.05,0.05
29.125,0.02,-0.02,-0.01
29.127,-0.04,0.03,0.04
29.132,0.01,-0.01,0.00
29.137,-0.02,-0.02,0.01
29.142,0.01,-0.02,-0.02
29.147,-0.02,-0.03,0.02
29.152,-0.01,-0.03,-0.06
29.161,-0.06,-0.05,-0.04
29.163,-0.00,-0.05,0.09
29.172,0.01,-0.01,-0.05
29.173,0.01,0.00,0.02
29.177,-0.01,-0.02,-0.06
29.182,0.00,-0.02,0.04
29.187,-0.01,-0.03,-0.01
29.192,-0.00,-0.00,-0.00
29.197,-0.01,-0.03,-0.05
29.202,-0.02,-0.02,-0.02
29.209,-0.05,-0.00,-0.04
29.212,-0.04,-0.02,0.17
29.217,-0.01,-0.02,-0.18
29.222,0.02,-0.02,-0.01
29.227,-0.00,-0.01,0.02
29.232,-0.02,-0.01,-0.13
29.237,-0.02,-0.01,0.08
29.242,-0.01,-0.01,0.07
29.247,-0.04,0.01,0.05
29.252,-0.02,-0.05,-0.08
29.258,0.00,0.00,0.10
29.262,-0.01,-0.01,-0.02
29.267,0.00,0.02,0.04
29.272,0.02,-0.03,-0.03
29.277,-0.02,-0.05,0.06
29.282,0.01,-0.01,0.01
29.288,0.03,-0.05,-0.05
29.296,0.01,0.03,0.07
29.298,-0.01,-0.02,0.04
29.307,-0.00,0.01,-0.03
29.308,-0.03,-0.01,0.04
29.315,-0.01,-0.03,0.09
29.317,-0.01,-0.06,0.06
29.322,-0.01,-0.02,0.09
29.327,-0.05,-0.03,0.06
29.332,-0.04,0.01,0.25
29.337,0.03,-0.04,0.11
29.343,-0.00,-0.00,0.20
29.347,-0.04,-0.00,0.30
29.352,-0.00,-0.01,0.24
29.357,-0.04,-0.03,0.19
29.362,0.00,-0.03,0.39
29.367,-0.01,-0.00,0.29
29.372,0.02,-0.05,0.25
29.378,-0.02,0.03,0.34
29.382,-0.03,-0.02,0.40
29.387,-0.00,0.01,0.38
29.395,0.01,-0.07,0.31
29.397,-0.02,-0.07,0.40
29.402,-0.01,-0.00,0.32
29.408,-0.01,-0.04,0.37
29.412,-0.01,0.01,0.29
29.417,-0.03,-0.01,0.48
29.423,-0.02,-0.04,0.34
29.432,0.00,-0.05,0.30
29.434,-0.05,-0.02,0.35
29.437,-0.03,-0.03,0.28
29.443,-0.04,-0.01,0.37
29.448,-0.03,-0.05,0.30
29.453,-0.02,-0.05,0.36
29.458,-0.01,-0.04,0.27
29.463,0.01,-0.03,0.37
29.468,-0.04,-0.03,0.27
29.472,-0.01,-0.00,0.34
29.478,0.00,-0.02,0.32
29.482,0.02,-0.02,0.30
29.487,-0.01,-0.05,0.31
29.492,-0.02,-0.04,0.37
29.498,-0.00,-0.04,0.35
29.502,-0.05,-0.02,0.25
29.508,-0.05,-0.03,0.25
29.513,0.01,-0.01,0.32
29.518,0.01,-0.03,0.25
29.522,-0.03,-0.02,0.26
29.549,-0.01,-0.01,0.34
29.550,0.03,0.00,0.18
29.551,-0.01,-0.02,0.33
29.552,0.00,-0.01,0.19
29.553,-0.01,-0.02,0.27
29.555,0.01,0.00,0.23
29.559,-0.02,-0.03,0.24
29.564,-0.04,-0.03,0.21
29.580,-0.01,-0.02,0.27
29.581,-0.01,-0.01,0.15
29.581,-0.03,-0.02,0.30
29.592,-0.02,-0.01,0.24
29.593,-0.02,-0.02,0.20
29.593,0.00,-0.03,0.16
29.610,0.03,-0.05,0.29
29.610,-0.02,-0.01,0.22
29.611,-0.05,-0.03,0.22
29.614,-0.04,-0.00,0.16
29.617,-0.02,-0.00,0.26
29.622,-0.05,-0.01,0.14
29.627,0.01,-0.04,0.12
29.633,-0.02,0.00,0.20
29.637,-0.01,-0.01,0.30
29.642,-0.03,-0.07,-0.00
29.648,-0.05,-0.02,0.24
29.653,-0.02,0.01,0.07
29.657,-0.05,0.01,0.18
29.663,0.01,-0.00,0.05
29.667,-0.04,0.02,0.24
29.672,0.01,-0.03,0.24
29.677,-0.01,-0.05,0.18
29.682,-0.02,0.01,0.16
29.688,-0.03,-0.02,0.21
29.692,-0.03,-0.06,0.04
29.701,-0.07,-0.05,0.12
29.704,-0.05,-0.01,0.33
29.708,0.01,-0.03,0.05
29.713,-0.02,-0.02,0.10
29.718,-0.04,-0.05,0.17
29.723,-0.04,-0.02,0.14
29.728,-0.04,-0.02,0.12
29.733,0.03,-0.03,0.11
29.738,-0.02,-0.01,0.08
29.743,-0.03,-0.01,0.18
29.749,0.01,-0.05,0.06
29.753,-0.02,-0.03,0.20
29.758,-0.04,-0.02,0.18
29.763,-0.03,0.00,0.07
29.769,-0.03,0.02,0.18
29.773,-0.00,-0.02,0.15
29.779,-0.02,-0.01,0.12
29.785,0.01,-0.02,0.22
29.789,0.02,-0.00,0.13
29.798,-0.03,-0.02,0.13
29.799,-0.02,-0.03,0.22
29.805,0.00,-0.01,0.04
29.810,-0.01,0.01,0.19
29.815,-0.00,-0.02,0.15
29.821,0.03,-0.06,0.11
29.824,-0.02,-0.05,0.14
29.830,0.00,-0.03,0.14
29.841,-0.01,-0.05,0.14
29.842,-0.02,-0.02,0.22
29.843,0.02,0.01,0.12
29.862,-0.04,0.03,0.22
29.863,-0.01,-0.02,0.14
29.864,-0.01,-0.03,0.05
29.870,0.01,-0.02,0.15
29.871,-0.03,0.02,0.12
29.874,-0.02,-0.02,0.10
29.878,-0.02,0.01,0.10
29.884,0.00,-0.01,0.17
29.889,-0.01,-0.03,0.15
29.893,-0.00,-0.03,0.18
29.899,0.01,-0.02,0.13
29.904,-0.04,-0.00,0.16
29.909,-0.00,-0.01,0.05
29.914,0.01,-0.03,0.05
29.920,-0.02,-0.04,0.16
29.924,-0.02,-0.03,0.07
29.929,0.01,-0.02,0.08
29.936,0.02,-0.02,0.17
29.939,-0.04,-0.01,0.07
29.946,-0.04,-0.02,0.17
29.949,0.01,-0.01,0.02
29.954,-0.01,0.03,0.17
29.959,-0.01,-0.03,0.13
29.965,0.00,-0.04,0.08
29.976,0.02,-0.03,0.04
29.976,-0.03,-0.03,0.19
29.979,-0.00,-0.05,0.04
29.984,-0.05,-0.04,0.10
29.996,-0.05,0.03,0.18
29.996,-0.02,-0.01,0.12
29.999,-0.01,-0.02,0.13
30.005,0.03,-0.00,0.10
30.009,0.03,0.02,0.19
30.014,0.01,-0.06,0.01
30.020,-0.02,-0.05,0.06
30.024,0.01,-0.01,0.07
30.036,0.01,-0.04,0.17
30.036,-0.04,-0.12,-0.02
30.044,-0.05,-0.03,0.11
30.045,-0.00,-0.02,0.18
30.055,-0.02,-0.03,0.08
30.055,0.02,-0.02,0.13
30.062,0.02,-0.03,0.06
30.064,-0.04,-0.01,0.14
30.071,0.01,0.00,0.09
30.074,-0.02,-0.01,0.08
30.079,-0.05,-0.01,0.05
30.084,-0.03,-0.02,0.11
30.090,0.02,-0.06,0.11
30.094,-0.06,-0.04,0.12
30.099,0.01,-0.04,0.05
30.113,-0.05,-0.01,0.16
30.114,-0.03,-0.01,0.06
30.116,-0.01,-0.00,0.10
30.131,0.03,-0.06,0.07
30.131,0.00,-0.01,0.10
30.132,0.03,-0.02,-0.00
30.134,-0.03,-0.05,0.12
30.140,-0.05,-0.03,0.08
30.144,0.00,-0.06,0.03
30.149,-0.07,0.01,0.06
30.155,-0.00,-0.03,0.10
30.159,-0.01,0.02,0.08
30.164,-0.00,-0.03,0.03
30.169,-0.03,-0.04,0.03
30.174,0.00,-0.01,0.11
30.179,-0.03,-0.02,0.05
30.184,0.03,-0.01,0.01
30.190,0.01,-0.02,0.15
30.194,-0.04,-0.02,0.10
30.200,0.02,-0.06,-0.08
30.205,-0.02,0.00,0.16
30.209,0.01,0.00,0.12
30.214,-0.00,-0.02,0.10
30.219,-0.02,-0.03,0.08
30.224,0.05,0.03,0.14
30.229,-0.00,-0.01,0.06
30.235,-0.02,-0.03,0.09
30.244,0.00,-0.03,0.01
30.249,0.00,-0.04,0.17
30.255,-0.02,-0.02,-0.05
30.256,0.01,0.01,0.07
30.259,0.00,0.01,0.15
30.264,-0.01,-0.05,0.02
30.269,0.04,-0.03,0.02
30.274,0.02,-0.03,0.18
30.279,-0.02,0.02,-0.01
30.284,0.05,-0.01,-0.01
30.290,-0.02,0.02,0.06
30.294,0.00,-0.00,0.06
30.299,-0.06,-0.03,0.16
30.304,-0.02,-0.06,0.05
30.309,-0.02,-0.05,0.07
30.314,-0.07,-0.08,0.07
30.320,-0.01,-0.07,-0.04
30.325,0.00,-0.03,0.02
30.329,-0.01,-0.02,0.10
30.334,0.01,0.02,-0.00
30.350,-0.05,-0.04,0.04
30.351,0.04,0.01,-0.01
30.351,0.04,0.01,-0.03
30.360,-0.01,-0.00,0.10
30.361,0.05,0.03,-0.03
30.365,-0.01,0.06,0.07
30.369,0.01,-0.01,0.06
30.378,0.00,-0.01,-0.05
30.379,-0.03,-0.03,0.07
30.384,-0.01,-0.06,-0.01
30.393,0.02,-0.07,-0.05
30.394,-0.02,-0.06,0.14
30.399,-0.03,-0.05,-0.06
30.405,-0.00,-0.02,0.09
30.410,-0.03,0.03,0.08
30.415,-0.01,0.03,-0.07
30.420,-0.03,0.01,0.06
30.426,0.04,0.02,-0.00
30.430,0.02,0.03,0.00
30.435,0.00,-0.02,0.02
30.440,0.03,-0.00,-0.00
30.445,0.01,-0.01,0.00
30.451,-0.00,-0.04,0.00
30.457,-0.02,-0.07,-0.08
30.461,-0.05,-0.10,0.04
30.465,-0.07,-0.09,-0.02
30.474,-0.00,-0.05,-0.10
30.501,-0.04,-0.00,0.08
30.501,-0.00,-0.01,-0.00
30.502,0.00,-0.01,-0.02
30.502,-0.01,0.03,0.15
30.502,0.02,0.01,0.07
30.503,-0.03,-0.00,0.11
30.505,0.07,0.00,0.04
30.510,0.00,-0.07,0.02
30.515,-0.01,-0.06,0.10
30.519,0.01,-0.08,0.05
30.538,-0.02,-0.08,0.04
30.538,-0.06,-0.06,0.21
30.539,0.01,-0.03,-0.09
30.540,-0.02,-0.01,-0.02
30.545,0.00,0.07,0.12
30.549,0.02,0.03,-0.07
30.554,-0.01,0.03,0.05
30.561,0.00,0.04,-0.01
30.565,-0.03,0.01,0.00
30.570,-0.02,-0.04,0.06
30.578,0.01,-0.06,0.01
30.580,0.01,-0.04,0.07
30.585,-0.03,-0.10,0.06
30.591,0.02,-0.08,0.03
30.595,0.03,-0.04,-0.02
30.600,-0.03,-0.04,0.09
30.604,0.01,0.01,-0.03
30.610,-0.06,0.04,0.04
30.614,-0.01,0.02,0.01
30.619,-0.03,-0.00,0.03
30.624,-0.01,-0.02,-0.00
30.630,0.01,-0.01,-0.05
30.635,-0.04,-0.01,0.05
30.640,0.01,-0.07,0.03
30.645,0.06,-0.01,-0.12
30.650,0.01,-0.03,0.04
30.657,0.01,-0.01,-0.03
30.660,-0.01,0.03,0.00
30.665,-0.01,-0.03,0.04
30.670,0.03,-0.02,-0.02
30.674,-0.01,-0.04,0.03
30.681,-0.01,-0.05,0.08
30.684,-0.01,-0.06,-0.10
30.690,-0.01,-0.02,0.01
30.695,-0.04,-0.04,0.02
30.699,0.00,-0.00,0.00
30.704,0.01,-0.01,0.08
30.710,-0.06,-0.01,-0.06
30.715,-0.04,-0.01,-0.04
30.719,-0.01,0.00,-0.06
30.725,-0.01,-0.02,0.01
30.730,-0.02,-0.05,-0.06
30.735,-0.01,0.01,0.02
30.739,0.00,-0.02,-0.06
30.746,0.01,0.00,0.11
30.749,-0.00,-0.03,0.01
30.755,0.01,-0.02,-0.05
30.760,-0.03,0.02,-0.00
30.768,-0.02,0.03,-0.05
30.770,-0.03,-0.04,-0.04
30.775,-0.04,-0.05,-0.09
30.781,-0.06,0.02,-0.01
30.786,-0.04,-0.04,-0.01
30.789,-0.01,-0.01,-0.05
30.797,-0.01,-0.02,0.10
30.800,-0.05,0.00,0.04
30.805,-0.02,-0.03,-0.05
30.810,-0.00,-0.00,-0.07
30.815,-0.05,0.02,0.10
30.820,-0.01,-0.03,-0.08
30.825,-0.06,-0.06,0.03
30.830,0.00,0.01,-0.01
30.835,-0.01,-0.03,0.03
30.840,-0.00,-0.04,-0.05
30.845,-0.01,-0.03,-0.03
30.850,-0.03,-0.05,0.02
30.855,-0.04,-0.03,-0.03
30.860,0.00,-0.04,-0.05
30.865,-0.03,-0.01,-0.03
30.870,-0.03,-0.01,0.06
30.875,-0.03,-0.01,-0.05
30.880,-0.01,-0.00,-0.11
30.885,-0.01,-0.02,-0.01
30.890,-0.01,-0.04,-0.06
30.895,-0.03,-0.05,0.10
30.900,0.04,-0.05,-0.07
30.905,-0.04,-0.05,0.01
30.910,-0.04,-0.05,-0.01
30.918,0.01,-0.05,-0.09
30.921,-0.02,-0.04,0.03
30.925,-0.03,-0.02,0.06
30.933,-0.05,-0.01,-0.05
30.935,0.00,0.03,0.01
30.940,0.01,-0.01,-0.07
30.945,-0.03,-0.02,-0.07
30.951,-0.03,-0.03,-0.03
30.955,-0.04,-0.01,-0.09
30.960,-0.02,-0.05,0.03
30.966,0.03,0.00,-0.00
30.971,0.02,-0.04,-0.11
30.975,-0.04,-0.00,0.01
30.981,0.01,-0.01,-0.10
30.985,-0.02,0.03,-0.03
30.991,-0.00,-0.01,-0.05
30.996,0.02,-0.03,-0.14
31.004,-0.01,-0.04,-0.05
31.006,-0.03,-0.05,-0.06
31.011,-0.03,-0.02,-0.06
31.048,-0.04,-0.01,-0.01
31.049,-0.02,0.00,-0.10
31.050,-0.01,-0.06,-0.05
31.051,-0.10,-0.02,0.08
31.052,0.01,-0.08,-0.07
31.053,-0.05,-0.03,-0.07
31.054,-0.01,-0.03,-0.03
31.056,0.02,0.03,-0.10
31.058,0.00,-0.02,-0.05
31.071,0.01,-0.00,-0.03
31.073,0.00,-0.01,-0.04
31.076,-0.01,-0.04,-0.02
31.077,-0.02,-0.05,-0.06
31.084,-0.02,-0.02,-0.02
31.090,-0.05,-0.04,0.03
31.091,-0.02,-0.01,-0.07
31.096,-0.03,0.04,-0.05
31.101,-0.01,0.04,0.05
31.106,-0.02,0.01,-0.07
31.111,0.00,-0.07,-0.06
31.116,0.01,-0.03,0.00
31.121,-0.01,-0.07,-0.08
31.126,-0.02,-0.07,-0.01
31.131,0.03,-0.02,-0.01
31.147,-0.01,0.06,0.03
31.147,-0.02,-0.03,-0.00
31.148,0.02,-0.03,-0.04
31.158,0.00,0.02,-0.04
31.158,-0.01,-0.02,0.05
31.161,-0.03,-0.08,-0.05
31.166,0.01,-0.04,0.01
31.172,0.02,-0.00,0.04
31.176,-0.02,0.02,-0.03
31.181,0.03,0.01,-0.01
31.186,0.01,0.02,-0.10
31.191,0.02,-0.03,-0.03
31.196,-0.02,-0.05,-0.02
31.206,0.04,-0.03,-0.08
31.207,-0.00,0.00,-0.00
31.211,0.01,-0.03,-0.03
31.216,0.01,-0.00,-0.09
31.221,0.00,0.02,0.01
31.226,-0.03,0.00,-0.04
31.232,-0.05,-0.04,-0.07
31.236,0.01,-0.06,-0.07
31.241,0.02,-0.06,-0.07
31.246,-0.04,-0.01,-0.03
31.253,-0.01,-0.03,-0.04
31.256,-0.01,-0.03,0.00
31.261,-0.08,0.01,-0.03
31.267,-0.03,-0.02,-0.02
31.271,-0.02,-0.01,-0.06
31.276,-0.03,0.01,-0.06
31.281,-0.03,-0.01,-0.03
31.325,-0.03,-0.06,-0.00
31.328,-0.02,-0.04,-0.01
31.330,-0.01,-0.04,-0.02
31.331,-0.01,-0.02,-0.04
31.333,-0.04,-0.02,-0.03
31.335,0.01,-0.04,-0.09
31.337,0.02,0.04,0.00
31.338,-0.02,0.01,0.01
31.341,-0.04,-0.02,-0.05
31.341,-0.03,-0.01,-0.08
31.342,-0.07,0.00,0.05
31.343,-0.05,-0.06,-0.14
31.347,-0.03,-0.07,0.01
31.352,0.00,0.01,-0.14
31.356,0.03,-0.02,0.03
31.361,-0.03,-0.03,-0.12
31.366,0.02,-0.02,-0.05
31.372,0.03,-0.03,-0.07
31.376,-0.01,-0.05,-0.05
